"SAMPLE.VALUE","SAMPLE.COUNT","MEAN.VALUE","MEAN.COUNT","ANOM.VALUE","MIN.VALUE","MAX.VALUE","lon","lat","prec","Rice yield"
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,29.9500007629395,0.2067118,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,30.0499992370605,0.19930795,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,30.1499996185303,0.19245726,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,30.25,0.19040643,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,30.3500003814697,0.20935883,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,30.4500007629395,0.22428492,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,30.5499992370605,0.22070286,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,30.6499996185303,0.20502388,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,30.75,0.19928804,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,30.8500003814697,0.18949124,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,30.9500007629395,0.18513432,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,31.0499992370605,0.18171212,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,31.1499996185303,0.17877914,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,31.25,0.1783609,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,31.3500003814697,0.18329337,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,31.4500007629395,0.18585117,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,31.5499992370605,0.18334673,1110.890351
0.29325,438658.25,0.27,724307.75,0.02325,0.2085,0.36725,114.75,31.6499996185303,0.18850625,1110.890351
