GLAM Project,,,,,,,,,,
NASA/GSFC/GIMMS,,,,,,,,,,
USDA/FAS/IPAD,,,,,,,,,,
Created on 2022-04-21 04:51:17 UTC,,,,,,,,,,
,,,,,,,,,,
DB VERSION,v9,,,,,,,,,
SAT,Terra AM,,,,,,,,,
PRODUCT,MODIS NDVI 8-day,,,,,,,,,
MEAN,2001-2018,,,,,,,,,
MASK,GDA-CropID-China_2021_Rice,,,,,,,,,
SHAPE,ADM,,,,,,,,,
ID(s),28585,,,,,,,,,
MAX SAMPLE COUNT,760770,,,,,,,,,
,,,,,,,,,,
ORDINAL DATE,START DATE,END DATE,SOURCE,SAMPLE VALUE,SAMPLE COUNT,MEAN VALUE,MEAN COUNT,ANOM VALUE,MIN VALUE,MAX VALUE
2011-281,10/8/2011,10/15/2011,STD,0.377,429441,0.351,755733,0.026,0.289,0.442
2011-289,10/16/2011,10/23/2011,STD,0.308,648863,0.29,755382,0.018,0.266,0.334
2011-297,10/24/2011,10/31/2011,STD,0.262,621397,0.26,755715,0.002,0.245,0.301
2011-305,11/1/2011,11/8/2011,STD,0.238,555736,0.25,755692,-0.012,0.233,0.279
2011-313,11/9/2011,11/16/2011,STD,0.257,562463,0.243,755855,0.014,0.226,0.268
2011-321,11/17/2011,11/24/2011,STD,0.29,315540,0.242,755788,0.048,0.209,0.29
2011-329,11/25/2011,12/2/2011,STD,0.267,286411,0.248,754820,0.019,0.215,0.293
2011-337,12/3/2011,12/10/2011,STD,0.312,257492,0.249,751599,0.063,0.21,0.312
2011-345,12/11/2011,12/18/2011,STD,0.3,316295,0.264,652383,0.036,0.212,0.316
2011-353,12/19/2011,12/26/2011,STD,0.263,237276,0.27,645790,-0.007,0.221,0.36
2011-361,12/27/2011,1/3/2012,STD,0.22,153995,0.282,470816,-0.062,0.172,0.362
2012-001,1/1/2012,1/8/2012,STD,0.29,234601,0.281,380225,0.009,0.204,0.466
2012-009,1/9/2012,1/16/2012,STD,0.272,110738,0.288,372891,-0.016,0.207,0.371
2012-017,1/17/2012,1/24/2012,STD,0.214,166426,0.271,430377,-0.057,0.155,0.349
2012-025,1/25/2012,2/1/2012,STD,0.257,196513,0.261,471734,-0.004,0.202,0.396
2012-033,2/2/2012,2/9/2012,STD,0.245,338382,0.247,436303,-0.002,0.161,0.375
2012-041,2/10/2012,2/17/2012,STD,0.216,287982,0.261,443823,-0.045,0.151,0.383
2012-049,2/18/2012,2/25/2012,STD,0.246,324083,0.273,520937,-0.027,0.198,0.369
2012-057,2/26/2012,3/4/2012,STD,0.196,274615,0.259,643239,-0.063,0.18,0.373
2012-065,3/5/2012,3/12/2012,STD,0.26,200754,0.279,742029,-0.019,0.217,0.364
2012-073,3/13/2012,3/20/2012,STD,0.244,402549,0.267,755847,-0.023,0.233,0.403
2012-081,3/21/2012,3/28/2012,STD,0.266,629358,0.275,756116,-0.009,0.204,0.329
2012-089,3/29/2012,4/5/2012,STD,0.273,673576,0.279,756336,-0.006,0.255,0.314
2012-097,4/6/2012,4/13/2012,STD,0.236,612475,0.282,756381,-0.046,0.236,0.314
2012-105,4/14/2012,4/21/2012,STD,0.269,655184,0.285,756337,-0.016,0.243,0.312
2012-113,4/22/2012,4/29/2012,STD,0.325,614482,0.299,756380,0.026,0.233,0.338
2012-121,4/30/2012,5/7/2012,STD,0.308,697032,0.298,756163,0.01,0.259,0.328
2012-129,5/8/2012,5/15/2012,STD,0.281,644075,0.298,756364,-0.017,0.276,0.313
2012-137,5/16/2012,5/23/2012,STD,0.303,711181,0.303,756382,0,0.277,0.334
2012-145,5/24/2012,5/31/2012,STD,0.299,709327,0.306,756384,-0.007,0.27,0.334
2012-153,6/1/2012,6/8/2012,STD,0.326,653348,0.331,756367,-0.005,0.299,0.375
2012-161,6/9/2012,6/16/2012,STD,0.398,593439,0.394,756372,0.004,0.342,0.484
2012-169,6/17/2012,6/24/2012,STD,0.519,691176,0.51,756340,0.009,0.449,0.606
2012-177,6/25/2012,7/2/2012,STD,0.683,574274,0.629,756171,0.054,0.549,0.761
2012-185,7/3/2012,7/10/2012,STD,0.77,645160,0.724,756381,0.046,0.634,0.82
2012-193,7/11/2012,7/18/2012,STD,0.824,634255,0.786,756384,0.038,0.687,0.853
2012-201,7/19/2012,7/26/2012,STD,0.829,619046,0.82,756385,0.009,0.739,0.87
2012-209,7/27/2012,8/3/2012,STD,0.826,525730,0.835,756384,-0.009,0.78,0.867
2012-217,8/4/2012,8/11/2012,STD,0.846,685806,0.833,756384,0.013,0.803,0.86
2012-225,8/12/2012,8/19/2012,STD,0.821,634624,0.812,756384,0.009,0.744,0.837
2012-233,8/20/2012,8/27/2012,STD,0.768,641692,0.775,756384,-0.007,0.737,0.815
2012-241,8/28/2012,9/4/2012,STD,0.732,674242,0.728,756385,0.004,0.693,0.772
2012-249,9/5/2012,9/12/2012,STD,0.69,640335,0.664,756385,0.026,0.632,0.722
2012-257,9/13/2012,9/20/2012,STD,0.606,691567,0.584,756385,0.022,0.531,0.654
2012-265,9/21/2012,9/28/2012,STD,0.552,531296,0.514,756294,0.038,0.419,0.568
2012-273,9/29/2012,10/6/2012,STD,0.497,750721,0.427,756384,0.07,0.341,0.518
2012-281,10/7/2012,10/14/2012,STD,0.392,716848,0.351,755733,0.041,0.289,0.442
2012-289,10/15/2012,10/22/2012,STD,0.322,675630,0.29,755382,0.032,0.266,0.334
2012-297,10/23/2012,10/30/2012,STD,0.27,648776,0.26,755715,0.01,0.245,0.301
2012-305,10/31/2012,11/7/2012,STD,0.262,589400,0.25,755692,0.012,0.233,0.279
2012-313,11/8/2012,11/15/2012,STD,0.266,369286,0.243,755855,0.023,0.226,0.268
2012-321,11/16/2012,11/23/2012,STD,0.271,153326,0.242,755788,0.029,0.209,0.29
2012-329,11/24/2012,12/1/2012,STD,0.257,229188,0.248,754820,0.009,0.215,0.293
2012-337,12/2/2012,12/9/2012,STD,0.287,147685,0.249,751599,0.038,0.21,0.312
2012-345,12/10/2012,12/17/2012,STD,0.304,61223,0.264,652383,0.04,0.212,0.316
2012-353,12/18/2012,12/25/2012,STD,0.319,84359,0.27,645790,0.049,0.221,0.36
2012-361,12/26/2012,1/2/2013,STD,0.306,90611,0.282,470816,0.024,0.172,0.362
2013-001,1/1/2013,1/8/2013,STD,0.306,87862,0.281,380225,0.025,0.204,0.466
2013-009,1/9/2013,1/16/2013,STD,0.252,30418,0.288,372891,-0.036,0.207,0.371
2013-017,1/17/2013,1/24/2013,STD,0.29,94712,0.271,430377,0.019,0.155,0.349
2013-025,1/25/2013,2/1/2013,STD,0.297,101916,0.261,471734,0.036,0.202,0.396
2013-033,2/2/2013,2/9/2013,STD,0.272,95265,0.247,436303,0.025,0.161,0.375
2013-041,2/10/2013,2/17/2013,STD,0.296,149823,0.261,443823,0.035,0.151,0.383
2013-049,2/18/2013,2/25/2013,STD,0.311,152755,0.273,520937,0.038,0.198,0.369
2013-057,2/26/2013,3/5/2013,STD,0.37,173294,0.259,643239,0.111,0.18,0.373
2013-065,3/6/2013,3/13/2013,STD,0.343,216184,0.279,742029,0.064,0.217,0.364
2013-073,3/14/2013,3/21/2013,STD,0.403,226360,0.267,755847,0.136,0.233,0.403
2013-081,3/22/2013,3/29/2013,STD,0.29,174385,0.275,756116,0.015,0.204,0.329
2013-089,3/30/2013,4/6/2013,STD,0.312,477438,0.279,756336,0.033,0.255,0.314
2013-097,4/7/2013,4/14/2013,STD,0.288,616922,0.282,756381,0.006,0.236,0.314
2013-105,4/15/2013,4/22/2013,STD,0.284,691741,0.285,756337,-0.001,0.243,0.312
2013-113,4/23/2013,4/30/2013,STD,0.305,695719,0.299,756380,0.006,0.233,0.338
2013-121,5/1/2013,5/8/2013,STD,0.302,710847,0.298,756163,0.004,0.259,0.328
2013-129,5/9/2013,5/16/2013,STD,0.309,675105,0.298,756364,0.011,0.276,0.313
2013-137,5/17/2013,5/24/2013,STD,0.292,704816,0.303,756382,-0.011,0.277,0.334
2013-145,5/25/2013,6/1/2013,STD,0.27,580640,0.306,756384,-0.036,0.27,0.334
2013-153,6/2/2013,6/9/2013,STD,0.318,727221,0.331,756367,-0.013,0.299,0.375
2013-161,6/10/2013,6/17/2013,STD,0.415,715458,0.394,756372,0.021,0.342,0.484
2013-169,6/18/2013,6/25/2013,STD,0.495,696120,0.51,756340,-0.015,0.449,0.606
2013-177,6/26/2013,7/3/2013,STD,0.66,320470,0.629,756171,0.031,0.549,0.761
2013-185,7/4/2013,7/11/2013,STD,0.731,724658,0.724,756381,0.007,0.634,0.82
2013-193,7/12/2013,7/19/2013,STD,0.794,709871,0.786,756384,0.008,0.687,0.853
2013-201,7/20/2013,7/27/2013,STD,0.832,625936,0.82,756385,0.012,0.739,0.87
2013-209,7/28/2013,8/4/2013,STD,0.846,506067,0.835,756384,0.011,0.78,0.867
2013-217,8/5/2013,8/12/2013,STD,0.832,574066,0.833,756384,-0.001,0.803,0.86
2013-225,8/13/2013,8/20/2013,STD,0.812,581885,0.812,756384,0,0.744,0.837
2013-233,8/21/2013,8/28/2013,STD,0.768,677218,0.775,756384,-0.007,0.737,0.815
2013-241,8/29/2013,9/5/2013,STD,0.727,610673,0.728,756385,-0.001,0.693,0.772
2013-249,9/6/2013,9/13/2013,STD,0.655,582792,0.664,756385,-0.009,0.632,0.722
2013-257,9/14/2013,9/21/2013,STD,0.616,716552,0.584,756385,0.032,0.531,0.654
2013-265,9/22/2013,9/29/2013,STD,0.523,610867,0.514,756294,0.009,0.419,0.568
2013-273,9/30/2013,10/7/2013,STD,0.441,564766,0.427,756384,0.014,0.341,0.518
2013-281,10/8/2013,10/15/2013,STD,0.366,611769,0.351,755733,0.015,0.289,0.442
2013-289,10/16/2013,10/23/2013,STD,0.288,613449,0.29,755382,-0.002,0.266,0.334
2013-297,10/24/2013,10/31/2013,STD,0.255,601036,0.26,755715,-0.005,0.245,0.301
2013-305,11/1/2013,11/8/2013,STD,0.254,503692,0.25,755692,0.004,0.233,0.279
2013-313,11/9/2013,11/16/2013,STD,0.247,347152,0.243,755855,0.004,0.226,0.268
2013-321,11/17/2013,11/24/2013,STD,0.275,227817,0.242,755788,0.033,0.209,0.29
2013-329,11/25/2013,12/2/2013,STD,0.27,264068,0.248,754820,0.022,0.215,0.293
2013-337,12/3/2013,12/10/2013,STD,0.264,175217,0.249,751599,0.015,0.21,0.312
2013-345,12/11/2013,12/18/2013,STD,0.316,139070,0.264,652383,0.052,0.212,0.316
2013-353,12/19/2013,12/26/2013,STD,0.325,79853,0.27,645790,0.055,0.221,0.36
2013-361,12/27/2013,1/3/2014,STD,0.294,181527,0.282,470816,0.012,0.172,0.362
2014-001,1/1/2014,1/8/2014,STD,0.289,185704,0.281,380225,0.008,0.204,0.466
2014-009,1/9/2014,1/16/2014,STD,0.313,154853,0.288,372891,0.025,0.207,0.371
2014-017,1/17/2014,1/24/2014,STD,0.313,187765,0.271,430377,0.042,0.155,0.349
2014-025,1/25/2014,2/1/2014,STD,0.251,162527,0.261,471734,-0.01,0.202,0.396
2014-033,2/2/2014,2/9/2014,STD,0.199,144547,0.247,436303,-0.048,0.161,0.375
2014-041,2/10/2014,2/17/2014,STD,0.32,151656,0.261,443823,0.059,0.151,0.383
2014-049,2/18/2014,2/25/2014,STD,0.283,228883,0.273,520937,0.01,0.198,0.369
2014-057,2/26/2014,3/5/2014,STD,0.276,238827,0.259,643239,0.017,0.18,0.373
2014-065,3/6/2014,3/13/2014,STD,0.318,324090,0.279,742029,0.039,0.217,0.364
2014-073,3/14/2014,3/21/2014,STD,0.315,463363,0.267,755847,0.048,0.233,0.403
2014-081,3/22/2014,3/29/2014,STD,0.312,571748,0.275,756116,0.037,0.204,0.329
2014-089,3/30/2014,4/6/2014,STD,0.314,646204,0.279,756336,0.035,0.255,0.314
2014-097,4/7/2014,4/14/2014,STD,0.314,714344,0.282,756381,0.032,0.236,0.314
2014-105,4/15/2014,4/22/2014,STD,0.259,624512,0.285,756337,-0.026,0.243,0.312
2014-113,4/23/2014,4/30/2014,STD,0.31,733541,0.299,756380,0.011,0.233,0.338
2014-121,5/1/2014,5/8/2014,STD,0.312,655650,0.298,756163,0.014,0.259,0.328
2014-129,5/9/2014,5/16/2014,STD,0.302,636006,0.298,756364,0.004,0.276,0.313
2014-137,5/17/2014,5/24/2014,STD,0.312,684871,0.303,756382,0.009,0.277,0.334
2014-145,5/25/2014,6/1/2014,STD,0.298,704449,0.306,756384,-0.008,0.27,0.334
2014-153,6/2/2014,6/9/2014,STD,0.336,683238,0.331,756367,0.005,0.299,0.375
2014-161,6/10/2014,6/17/2014,STD,0.449,656004,0.394,756372,0.055,0.342,0.484
2014-169,6/18/2014,6/25/2014,STD,0.606,641993,0.51,756340,0.096,0.449,0.606
2014-177,6/26/2014,7/3/2014,STD,0.737,641264,0.629,756171,0.108,0.549,0.761
2014-185,7/4/2014,7/11/2014,STD,0.79,648470,0.724,756381,0.066,0.634,0.82
2014-193,7/12/2014,7/19/2014,STD,0.81,476098,0.786,756384,0.024,0.687,0.853
2014-201,7/20/2014,7/27/2014,STD,0.83,577574,0.82,756385,0.01,0.739,0.87
2014-209,7/28/2014,8/4/2014,STD,0.838,704154,0.835,756384,0.003,0.78,0.867
2014-217,8/5/2014,8/12/2014,STD,0.828,594913,0.833,756384,-0.005,0.803,0.86
2014-225,8/13/2014,8/20/2014,STD,0.799,569393,0.812,756384,-0.013,0.744,0.837
2014-233,8/21/2014,8/28/2014,STD,0.737,538898,0.775,756384,-0.038,0.737,0.815
2014-241,8/29/2014,9/5/2014,STD,0.693,631851,0.728,756385,-0.035,0.693,0.772
2014-249,9/6/2014,9/13/2014,STD,0.633,632131,0.664,756385,-0.031,0.632,0.722
2014-257,9/14/2014,9/21/2014,STD,0.567,656659,0.584,756385,-0.017,0.531,0.654
2014-265,9/22/2014,9/29/2014,STD,0.492,468981,0.514,756294,-0.022,0.419,0.568
2014-273,9/30/2014,10/7/2014,STD,0.429,621312,0.427,756384,0.002,0.341,0.518
2014-281,10/8/2014,10/15/2014,STD,0.365,452492,0.351,755733,0.014,0.289,0.442
2014-289,10/16/2014,10/23/2014,STD,0.295,684703,0.29,755382,0.005,0.266,0.334
2014-297,10/24/2014,10/31/2014,STD,0.274,643023,0.26,755715,0.014,0.245,0.301
2014-305,11/1/2014,11/8/2014,STD,0.266,634909,0.25,755692,0.016,0.233,0.279
2014-313,11/9/2014,11/16/2014,STD,0.239,591296,0.243,755855,-0.004,0.226,0.268
2014-321,11/17/2014,11/24/2014,STD,0.218,398142,0.242,755788,-0.024,0.209,0.29
2014-329,11/25/2014,12/2/2014,STD,0.238,344522,0.248,754820,-0.01,0.215,0.293
2014-337,12/3/2014,12/10/2014,STD,0.273,239012,0.249,751599,0.024,0.21,0.312
2014-345,12/11/2014,12/18/2014,STD,0.281,159054,0.264,652383,0.017,0.212,0.316
2014-353,12/19/2014,12/26/2014,STD,0.275,147194,0.27,645790,0.005,0.221,0.36
2014-361,12/27/2014,1/3/2015,STD,0.271,140448,0.282,470816,-0.011,0.172,0.362
2015-001,1/1/2015,1/8/2015,STD,0.263,144477,0.281,380225,-0.018,0.204,0.466
2015-009,1/9/2015,1/16/2015,STD,0.271,95648,0.288,372891,-0.017,0.207,0.371
2015-017,1/17/2015,1/24/2015,STD,0.287,72385,0.271,430377,0.016,0.155,0.349
2015-025,1/25/2015,2/1/2015,STD,0.246,65206,0.261,471734,-0.015,0.202,0.396
2015-033,2/2/2015,2/9/2015,STD,0.282,223650,0.247,436303,0.035,0.161,0.375
2015-041,2/10/2015,2/17/2015,STD,0.246,269233,0.261,443823,-0.015,0.151,0.383
2015-049,2/18/2015,2/25/2015,STD,0.283,193396,0.273,520937,0.01,0.198,0.369
2015-057,2/26/2015,3/5/2015,STD,0.277,135530,0.259,643239,0.018,0.18,0.373
2015-065,3/6/2015,3/13/2015,STD,0.322,179970,0.279,742029,0.043,0.217,0.364
2015-073,3/14/2015,3/21/2015,STD,0.236,435301,0.267,755847,-0.031,0.233,0.403
2015-081,3/22/2015,3/29/2015,STD,0.266,566502,0.275,756116,-0.009,0.204,0.329
2015-089,3/30/2015,4/6/2015,STD,0.284,555407,0.279,756336,0.005,0.255,0.314
2015-097,4/7/2015,4/14/2015,STD,0.287,670470,0.282,756381,0.005,0.236,0.314
2015-105,4/15/2015,4/22/2015,STD,0.302,665230,0.285,756337,0.017,0.243,0.312
2015-113,4/23/2015,4/30/2015,STD,0.316,622531,0.299,756380,0.017,0.233,0.338
2015-121,5/1/2015,5/8/2015,STD,0.323,599450,0.298,756163,0.025,0.259,0.328
2015-129,5/9/2015,5/16/2015,STD,0.304,643164,0.298,756364,0.006,0.276,0.313
2015-137,5/17/2015,5/24/2015,STD,0.302,671227,0.303,756382,-0.001,0.277,0.334
2015-145,5/25/2015,6/1/2015,STD,0.317,683072,0.306,756384,0.011,0.27,0.334
2015-153,6/2/2015,6/9/2015,STD,0.326,650489,0.331,756367,-0.005,0.299,0.375
2015-161,6/10/2015,6/17/2015,STD,0.392,707578,0.394,756372,-0.002,0.342,0.484
2015-169,6/18/2015,6/25/2015,STD,0.566,593551,0.51,756340,0.056,0.449,0.606
2015-177,6/26/2015,7/3/2015,STD,0.7,588514,0.629,756171,0.071,0.549,0.761
2015-185,7/4/2015,7/11/2015,STD,0.771,636621,0.724,756381,0.047,0.634,0.82
2015-193,7/12/2015,7/19/2015,STD,0.804,734965,0.786,756384,0.018,0.687,0.853
2015-201,7/20/2015,7/27/2015,STD,0.861,407681,0.82,756385,0.041,0.739,0.87
2015-209,7/28/2015,8/4/2015,STD,0.85,737426,0.835,756384,0.015,0.78,0.867
2015-217,8/5/2015,8/12/2015,STD,0.859,636229,0.833,756384,0.026,0.803,0.86
2015-225,8/13/2015,8/20/2015,STD,0.837,654975,0.812,756384,0.025,0.744,0.837
2015-233,8/21/2015,8/28/2015,STD,0.81,474717,0.775,756384,0.035,0.737,0.815
2015-241,8/29/2015,9/5/2015,STD,0.734,678185,0.728,756385,0.006,0.693,0.772
2015-249,9/6/2015,9/13/2015,STD,0.691,684337,0.664,756385,0.027,0.632,0.722
2015-257,9/14/2015,9/21/2015,STD,0.599,631828,0.584,756385,0.015,0.531,0.654
2015-265,9/22/2015,9/29/2015,STD,0.555,504863,0.514,756294,0.041,0.419,0.568
2015-273,9/30/2015,10/7/2015,STD,0.491,657318,0.427,756384,0.064,0.341,0.518
2015-281,10/8/2015,10/15/2015,STD,0.383,619160,0.351,755733,0.032,0.289,0.442
2015-289,10/16/2015,10/23/2015,STD,0.308,645399,0.29,755382,0.018,0.266,0.334
2015-297,10/24/2015,10/31/2015,STD,0.256,546652,0.26,755715,-0.004,0.245,0.301
2015-305,11/1/2015,11/8/2015,STD,0.259,546163,0.25,755692,0.009,0.233,0.279
2015-313,11/9/2015,11/16/2015,STD,0.23,300885,0.243,755855,-0.013,0.226,0.268
2015-321,11/17/2015,11/24/2015,STD,0.22,343505,0.242,755788,-0.022,0.209,0.29
2015-329,11/25/2015,12/2/2015,STD,0.272,382876,0.248,754820,0.024,0.215,0.293
2015-337,12/3/2015,12/10/2015,STD,0.296,165051,0.249,751599,0.047,0.21,0.312
2015-345,12/11/2015,12/18/2015,STD,0.288,204971,0.264,652383,0.024,0.212,0.316
2015-353,12/19/2015,12/26/2015,STD,0.284,91024,0.27,645790,0.014,0.221,0.36
2015-361,12/27/2015,1/3/2016,STD,0.304,108336,0.282,470816,0.022,0.172,0.362
2016-001,1/1/2016,1/8/2016,STD,0.249,94233,0.281,380225,-0.032,0.204,0.466
2016-009,1/9/2016,1/16/2016,STD,0.29,96247,0.288,372891,0.002,0.207,0.371
2016-017,1/17/2016,1/24/2016,STD,0.281,109840,0.271,430377,0.01,0.155,0.349
2016-025,1/25/2016,2/1/2016,STD,0.27,199207,0.261,471734,0.009,0.202,0.396
2016-033,2/2/2016,2/9/2016,STD,0.286,202902,0.247,436303,0.039,0.161,0.375
2016-041,2/10/2016,2/17/2016,STD,0.293,251669,0.261,443823,0.032,0.151,0.383
2016-049,2/18/2016,2/25/2016,STD,0.28,134294,0.273,520937,0.007,0.198,0.369
2016-057,2/26/2016,3/4/2016,STD,0.296,194180,0.259,643239,0.037,0.18,0.373
2016-065,3/5/2016,3/12/2016,STD,0.254,255204,0.279,742029,-0.025,0.217,0.364
2016-073,3/13/2016,3/20/2016,STD,0.252,484205,0.267,755847,-0.015,0.233,0.403
2016-081,3/21/2016,3/28/2016,STD,0.268,671763,0.275,756116,-0.007,0.204,0.329
2016-089,3/29/2016,4/5/2016,STD,0.27,685636,0.279,756336,-0.009,0.255,0.314
2016-097,4/6/2016,4/13/2016,STD,0.272,663746,0.282,756381,-0.01,0.236,0.314
2016-105,4/14/2016,4/21/2016,STD,0.312,661309,0.285,756337,0.027,0.243,0.312
2016-113,4/22/2016,4/29/2016,STD,0.278,622056,0.299,756380,-0.021,0.233,0.338
2016-121,4/30/2016,5/7/2016,STD,0.328,567230,0.298,756163,0.03,0.259,0.328
2016-129,5/8/2016,5/15/2016,STD,0.29,659929,0.298,756364,-0.008,0.276,0.313
2016-137,5/16/2016,5/23/2016,STD,0.295,710398,0.303,756382,-0.008,0.277,0.334
2016-145,5/24/2016,5/31/2016,STD,0.299,657445,0.306,756384,-0.007,0.27,0.334
2016-153,6/1/2016,6/8/2016,STD,0.299,624110,0.331,756367,-0.032,0.299,0.375
2016-161,6/9/2016,6/16/2016,STD,0.41,586750,0.394,756372,0.016,0.342,0.484
2016-169,6/17/2016,6/24/2016,STD,0.493,537638,0.51,756340,-0.017,0.449,0.606
2016-177,6/25/2016,7/2/2016,STD,0.636,670407,0.629,756171,0.007,0.549,0.761
2016-185,7/3/2016,7/10/2016,STD,0.76,609553,0.724,756381,0.036,0.634,0.82
2016-193,7/11/2016,7/18/2016,STD,0.82,584617,0.786,756384,0.034,0.687,0.853
2016-201,7/19/2016,7/26/2016,STD,0.824,645624,0.82,756385,0.004,0.739,0.87
2016-209,7/27/2016,8/3/2016,STD,0.851,683093,0.835,756384,0.016,0.78,0.867
2016-217,8/4/2016,8/11/2016,STD,0.857,662144,0.833,756384,0.024,0.803,0.86
2016-225,8/12/2016,8/19/2016,STD,0.83,719169,0.812,756384,0.018,0.744,0.837
2016-233,8/20/2016,8/27/2016,STD,0.789,740629,0.775,756384,0.014,0.737,0.815
2016-241,8/28/2016,9/4/2016,STD,0.746,743260,0.728,756385,0.018,0.693,0.772
2016-249,9/5/2016,9/12/2016,STD,0.695,471391,0.664,756385,0.031,0.632,0.722
2016-257,9/13/2016,9/20/2016,STD,0.631,613444,0.584,756385,0.047,0.531,0.654
2016-265,9/21/2016,9/28/2016,STD,0.568,618191,0.514,756294,0.054,0.419,0.568
2016-273,9/29/2016,10/6/2016,STD,0.465,656944,0.427,756384,0.038,0.341,0.518
2016-281,10/7/2016,10/14/2016,STD,0.374,465935,0.351,755733,0.023,0.289,0.442
2016-289,10/15/2016,10/22/2016,STD,0.266,467317,0.29,755382,-0.024,0.266,0.334
2016-297,10/23/2016,10/30/2016,STD,0.245,558422,0.26,755715,-0.015,0.245,0.301
2016-305,10/31/2016,11/7/2016,STD,0.279,659025,0.25,755692,0.029,0.233,0.279
2016-313,11/8/2016,11/15/2016,STD,0.257,427431,0.243,755855,0.014,0.226,0.268
2016-321,11/16/2016,11/23/2016,STD,0.209,82286,0.242,755788,-0.033,0.209,0.29
2016-329,11/24/2016,12/1/2016,STD,0.249,189482,0.248,754820,0.001,0.215,0.293
2016-337,12/2/2016,12/9/2016,STD,0.263,162439,0.249,751599,0.014,0.21,0.312
2016-345,12/10/2016,12/17/2016,STD,0.266,177206,0.264,652383,0.002,0.212,0.316
2016-353,12/18/2016,12/25/2016,STD,0.243,71756,0.27,645790,-0.027,0.221,0.36
2016-361,12/26/2016,1/2/2017,STD,0.275,155826,0.282,470816,-0.007,0.172,0.362
2017-001,1/1/2017,1/8/2017,STD,0.259,75679,0.281,380225,-0.022,0.204,0.466
2017-009,1/9/2017,1/16/2017,STD,0.314,173283,0.288,372891,0.026,0.207,0.371
2017-017,1/17/2017,1/24/2017,STD,0.303,174549,0.271,430377,0.032,0.155,0.349
2017-025,1/25/2017,2/1/2017,STD,0.273,173020,0.261,471734,0.012,0.202,0.396
2017-033,2/2/2017,2/9/2017,STD,0.221,103495,0.247,436303,-0.026,0.161,0.375
2017-041,2/10/2017,2/17/2017,STD,0.274,280486,0.261,443823,0.013,0.151,0.383
2017-049,2/18/2017,2/25/2017,STD,0.311,182246,0.273,520937,0.038,0.198,0.369
2017-057,2/26/2017,3/5/2017,STD,0.286,324308,0.259,643239,0.027,0.18,0.373
2017-065,3/6/2017,3/13/2017,STD,0.273,360671,0.279,742029,-0.006,0.217,0.364
2017-073,3/14/2017,3/21/2017,STD,0.264,562466,0.267,755847,-0.003,0.233,0.403
2017-081,3/22/2017,3/29/2017,STD,0.274,645263,0.275,756116,-0.001,0.204,0.329
2017-089,3/30/2017,4/6/2017,STD,0.282,709183,0.279,756336,0.003,0.255,0.314
2017-097,4/7/2017,4/14/2017,STD,0.294,720121,0.282,756381,0.012,0.236,0.314
2017-105,4/15/2017,4/22/2017,STD,0.296,726662,0.285,756337,0.011,0.243,0.312
2017-113,4/23/2017,4/30/2017,STD,0.308,635034,0.299,756380,0.009,0.233,0.338
2017-121,5/1/2017,5/8/2017,STD,0.263,626608,0.298,756163,-0.035,0.259,0.328
2017-129,5/9/2017,5/16/2017,STD,0.285,698220,0.298,756364,-0.013,0.276,0.313
2017-137,5/17/2017,5/24/2017,STD,0.303,698098,0.303,756382,0,0.277,0.334
2017-145,5/25/2017,6/1/2017,STD,0.306,739116,0.306,756384,0,0.27,0.334
2017-153,6/2/2017,6/9/2017,STD,0.349,715644,0.331,756367,0.018,0.299,0.375
2017-161,6/10/2017,6/17/2017,STD,0.393,697653,0.394,756372,-0.001,0.342,0.484
2017-169,6/18/2017,6/25/2017,STD,0.572,591696,0.51,756340,0.062,0.449,0.606
2017-177,6/26/2017,7/3/2017,STD,0.682,657753,0.629,756171,0.053,0.549,0.761
2017-185,7/4/2017,7/11/2017,STD,0.771,713584,0.724,756381,0.047,0.634,0.82
2017-193,7/12/2017,7/19/2017,STD,0.847,633554,0.786,756384,0.061,0.687,0.853
2017-201,7/20/2017,7/27/2017,STD,0.848,738326,0.82,756385,0.028,0.739,0.87
2017-209,7/28/2017,8/4/2017,STD,0.863,619511,0.835,756384,0.028,0.78,0.867
2017-217,8/5/2017,8/12/2017,STD,0.86,510834,0.833,756384,0.027,0.803,0.86
2017-225,8/13/2017,8/20/2017,STD,0.826,583036,0.812,756384,0.014,0.744,0.837
2017-233,8/21/2017,8/28/2017,STD,0.799,729524,0.775,756384,0.024,0.737,0.815
2017-241,8/29/2017,9/5/2017,STD,0.731,640047,0.728,756385,0.003,0.693,0.772
2017-249,9/6/2017,9/13/2017,STD,0.681,732289,0.664,756385,0.017,0.632,0.722
2017-257,9/14/2017,9/21/2017,STD,0.599,722655,0.584,756385,0.015,0.531,0.654
2017-265,9/22/2017,9/29/2017,STD,0.549,550307,0.514,756294,0.035,0.419,0.568
2017-273,9/30/2017,10/7/2017,STD,0.457,573605,0.427,756384,0.03,0.341,0.518
2017-281,10/8/2017,10/15/2017,STD,0.417,383054,0.351,755733,0.066,0.289,0.442
2017-289,10/16/2017,10/23/2017,STD,0.283,608046,0.29,755382,-0.007,0.266,0.334
2017-297,10/24/2017,10/31/2017,STD,0.288,674534,0.26,755715,0.028,0.245,0.301
2017-305,11/1/2017,11/8/2017,STD,0.26,523708,0.25,755692,0.01,0.233,0.279
2017-313,11/9/2017,11/16/2017,STD,0.255,458533,0.243,755855,0.012,0.226,0.268
